Code postal;Localité;Sous-commune;Commune principale;Province
6637;Hollange;Oui;FAUVILLERS;Luxembourg
3870;Horpmaal;Oui;HEERS;Limbourg
6660;HOUFFALIZE;Non;HOUFFALIZE;Luxembourg
5560;HOUYET;Non;HOUYET;Namur
9630;Hundelgem;Oui;ZWALM;Flandre-Orientale
5354;Jallet;Oui;OHEY;Namur
5570;Javingue;Oui;BEAURAING;Namur
8600;Kaaskerke;Oui;DIKSMUIDE;Flandre-Occidentale
3293;Kaggevinne;Oui;DIEST;Brabant Flamand
8851;Koolskamp;Oui;ARDOOIE;Flandre-Occidentale
7800;Lanquesaint;Oui;ATH;Hainaut
6681;Lavacherie;Oui;SAINTE-ODE;Luxembourg
4250;Lens-Saint-Servais;Oui;GEER;Liège
2460;Lichtaart;Oui;KASTERLEE;Anvers
6500;Renlies;Oui;BEAUMONT;Hainaut
8460;Roksem;Oui;OUDENBURG;Flandre-Occidentale
4140;Rouvreux;Oui;SPRIMONT;Liège
7750;Russeignies;Oui;MONT-DE-L'ENCLUS;Hainaut
6870;SAINT-HUBERT;Non;SAINT-HUBERT;Luxembourg
6762;Saint-Mard;Oui;VIRTON;Luxembourg
7030;Saint-Symphorien;Oui;MONS;Hainaut
7080;Sars-La-Bruyère;Oui;FRAMERIES;Hainaut
3270;SCHERPENHEUVEL-ZICHEM;Non;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
5521;Serville;Oui;ONHAYE;Namur
6560;Solre-Sur-Sambre;Oui;ERQUELINNES;Hainaut
4163;Tavier;Oui;ANTHISNES;Liège
6536;Thuillies;Oui;THUIN;Hainaut
6717;Tontelange;Oui;ATTERT;Luxembourg
6833;Ucimont;Oui;BOUILLON;Luxembourg
5020;Vedrin;Oui;NAMUR;Namur
4460;Velroux;Oui;GRÂCE-HOLLOGNE;Liège
8570;Vichte;Oui;ANZEGEM;Flandre-Occidentale
7070;Ville-Sur-Haine;Oui;LE ROEULX;Hainaut
5600;Vodecée;Oui;PHILIPPEVILLE;Namur
4451;Voroux-Lez-Liers;Oui;JUPRELLE;Liège
4570;Vyle-Et-Tharoul;Oui;MARCHIN;Liège
8020;Waardamme;Oui;OOSTKAMP;Flandre-Occidentale
2550;Waarloos;Oui;KONTICH;Anvers
6600;Wardin;Oui;BASTOGNE;Luxembourg
8610;Zarren;Oui;KORTEMARK;Flandre-Occidentale
9520;Zonnegem;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
3440;ZOUTLEEUW;Non;ZOUTLEEUW;Brabant Flamand
8690;ALVERINGEM;Non;ALVERINGEM;Flandre-Occidentale
6791;Athus;Oui;AUBANGE;Luxembourg
8630;Avekapelle;Oui;VEURNE;Flandre-Occidentale
9630;Beerlegem;Oui;ZWALM;Flandre-Orientale
6941;Bende;Oui;DURBUY;Luxembourg
5640;Biesmerée;Oui;METTET;Namur
1440;BRAINE-LE-CHÂTEAU;Non;BRAINE-LE-CHÂTEAU;Brabant Wallon
5300;Coutisse;Oui;ANDENNE;Namur
9450;Denderhoutem;Oui;HAALTERT;Flandre-Orientale
5537;Denée;Oui;ANHÉE;Namur
8792;Desselgem;Oui;WAREGEM;Flandre-Occidentale
9042;Desteldonk;Oui;GENT;Flandre-Orientale
3290;DIEST;Non;DIEST;Brabant Flamand
3803;Duras;Oui;SINT-TRUIDEN;Limbourg
4690;Eben-Emael;Oui;BASSENGE;Liège
2910;ESSEN;Non;ESSEN;Anvers
4631;Evegnée;Oui;SOUMAGNE;Liège
7170;Fayt-Lez-Manage;Oui;MANAGE;Hainaut
3790;Fouron-Saint-Martin;Oui;FOURONS;Limbourg
5150;Franière;Oui;FLOREFFE;Namur
4250;GEER;Non;GEER;Liège
2275;Gierle;Oui;LILLE;Anvers
1755;GOOIK;Non;GOOIK;Brabant Flamand
3840;Gotem;Oui;BORGLOON;Limbourg
9450;HAALTERT;Non;HAALTERT;Flandre-Orientale
6720;HABAY;Non;HABAY;Luxembourg
5621;Hanzinelle;Oui;FLORENNES;Namur
1130;Haren;Oui;BRUXELLES;Bruxelles (19 communes)
6960;Harre;Oui;MANHAY;Luxembourg
5541;Hastière-Par-Delà;Oui;HASTIÈRE;Namur
5543;Heer;Oui;HASTIÈRE;Namur
2830;Heindonk;Oui;WILLEBROEK;Anvers
1790;Hekelgem;Oui;AFFLIGEM;Brabant Flamand
3530;Helchteren;Oui;HOUTHALEN-HELCHTEREN;Limbourg
7830;Hellebecq;Oui;SILLY;Hainaut
4650;HERVE;Non;HERVE;Liège
4671;Housse;Oui;BLÉGNY;Liège
8630;Houtem;Oui;VEURNE;Flandre-Occidentale
8480;ICHTEGEM;Non;ICHTEGEM;Flandre-Occidentale
8770;INGELMUNSTER;Non;INGELMUNSTER;Flandre-Occidentale
6941;Izier;Oui;DURBUY;Luxembourg
3890;Jeuk;Oui;GINGELOM;Limbourg
2560;Kessel;Oui;NIJLEN;Anvers
8610;KORTEMARK;Non;KORTEMARK;Flandre-Occidentale
8520;KUURNE;Non;KUURNE;Flandre-Occidentale
8920;Langemark;Oui;LANGEMARK-POELKAPELLE;Flandre-Occidentale
1380;LASNE;Non;LASNE;Brabant Wallon
3700;Mal;Oui;TONGEREN;Limbourg
6900;MARCHE-EN-FAMENNE;Non;MARCHE-EN-FAMENNE;Luxembourg
9030;Mariakerke;Oui;GENT;Flandre-Orientale
1350;Marilles;Oui;ORP-JAUCHE;Brabant Wallon
2450;MEERHOUT;Non;MEERHOUT;Anvers
7822;Meslin-L'Evêque;Oui;ATH;Hainaut
8760;MEULEBEKE;Non;MEULEBEKE;Flandre-Occidentale
7141;Mont-Sainte-Aldegonde;Oui;MORLANWELZ;Hainaut
3890;Montenaken;Oui;GINGELOM;Limbourg
6560;Montignies-Saint-Christophe;Oui;ERQUELINNES;Hainaut
4608;Neufchâteau;Oui;DALHEM;Liège
8620;NIEUWPOORT;Non;NIEUWPOORT;Flandre-Occidentale
6851;Nollevaux;Oui;PALISEUL;Luxembourg
9520;Oombergen;Oui;SINT-LIEVENS-HOUTEM;Flandre-Orientale
9420;Ottergem;Oui;ERPE-MERE;Flandre-Orientale
1340;Ottignies;Oui;OTTIGNIES-LOUVAIN-LA-NEUVE;Brabant Wallon
9700;OUDENAARDE;Non;OUDENAARDE;Flandre-Orientale
3212;Pellenberg;Oui;LUBBEEK;Brabant Flamand
7600;PÉRUWELZ;Non;PÉRUWELZ;Hainaut
8970;POPERINGE;Non;POPERINGE;Flandre-Occidentale
4350;Pousset;Oui;REMICOURT;Liège
5660;Presgaux;Oui;COUVIN;Namur
6532;Ragnies;Oui;THUIN;Hainaut
6470;Rance;Oui;SIVRY-RANCE;Hainaut
4790;Reuland;Oui;BURG-REULAND;Liège
3700;Riksingen;Oui;TONGEREN;Limbourg
7623;Rongy;Oui;BRUNEHAUT;Hainaut
1760;ROOSDAAL;Non;ROOSDAAL;Brabant Flamand
6747;SAINT-LÉGER;Non;SAINT-LÉGER;Luxembourg
6730;Saint-Vincent;Oui;TINTIGNY;Luxembourg
5600;Sautour;Oui;PHILIPPEVILLE;Namur
8700;Schuiferskapelle;Oui;TIELT;Flandre-Occidentale
6832;Sensenruth;Oui;BOUILLON;Luxembourg
5630;Senzeilles;Oui;CERFONTAINE;Namur
6640;Sibret;Oui;VAUX-SUR-SÛRE;Luxembourg
9170;SINT-GILLIS-WAAS;Non;SINT-GILLIS-WAAS;Flandre-Orientale
9980;SINT-LAUREINS;Non;SINT-LAUREINS;Flandre-Orientale
9667;Sint-Maria-Horebeke;Oui;HOREBEKE;Flandre-Orientale
1600;SINT-PIETERS-LEEUW;Non;SINT-PIETERS-LEEUW;Brabant Flamand
3800;SINT-TRUIDEN;Non;SINT-TRUIDEN;Limbourg
2940;STABROEK;Non;STABROEK;Anvers
7618;Taintignies;Oui;RUMES;Hainaut
3390;Tielt;Oui;TIELT-WINGE;Brabant Flamand
1495;Tilly;Oui;VILLERS-LA-VILLE;Brabant Wallon
2431;Varendonk;Oui;LAAKDAL;Anvers
3870;Vechmaal;Oui;HEERS;Limbourg
8902;Voormezele;Oui;IEPER;Flandre-Occidentale
3740;Waltwilder;Oui;BILZEN;Limbourg
6224;Wanfercée-Baulet;Oui;FLEURUS;Hainaut
1410;WATERLOO;Non;WATERLOO;Brabant Wallon
9988;Watervliet;Oui;SINT-LAUREINS;Flandre-Orientale
4860;Wegnez;Oui;PEPINSTER;Liège
2040;Zandvliet;Oui;ANTWERPEN;Anvers
3545;Zelem;Oui;HALEN;Limbourg
1731;Zellik;Oui;ASSE;Brabant Flamand
9620;ZOTTEGEM;Non;ZOTTEGEM;Flandre-Orientale
8904;Zuidschote;Oui;IEPER;Flandre-Occidentale
3742;Martenslinde;Oui;BILZEN;Limbourg
9700;Mater;Oui;OUDENAARDE;Flandre-Orientale
3670;Meeuwen;Oui;OUDSBERGEN;Limbourg
1820;Melsbroek;Oui;STEENOKKERZEEL;Brabant Flamand
6567;Merbes-Sainte-Marie;Oui;MERBES-LE-CHÂTEAU;Hainaut
7911;Montroeul-Au-Bois;Oui;FRASNES-LEZ-ANVAING;Hainaut
5360;Natoye;Oui;HAMOIS;Namur
9506;Nieuwenhove;Oui;GERAARDSBERGEN;Flandre-Orientale
7866;Ollignies;Oui;LESSINES;Hainaut
4252;Omal;Oui;GEER;Liège
6900;On;Oui;MARCHE-EN-FAMENNE;Luxembourg
8340;Oostkerke;Oui;DAMME;Flandre-Occidentale
6852;Opont;Oui;PALISEUL;Luxembourg
4102;Ougrée;Oui;SERAING;Liège
3900;Overpelt;Oui;PELT;Limbourg
4219;Acosse;Oui;WASSEIGES;Liège
7750;Amougies;Oui;MONT-DE-L'ENCLUS;Hainaut
9800;Astene;Oui;DEINZE;Flandre-Orientale
9968;Bassevelde;Oui;ASSENEDE;Flandre-Orientale
7532;Béclers;Oui;TOURNAI;Hainaut
2580;Beerzel;Oui;PUTTE;Anvers
8691;Beveren-Aan-De-Ijzer;Oui;ALVERINGEM;Flandre-Occidentale
6690;Bihain;Oui;VIELSALM;Luxembourg
9961;Boekhoute;Oui;ASSENEDE;Flandre-Orientale
5081;Bovesse;Oui;LA BRUYÈRE;Namur
7760;CELLES;Non;CELLES;Hainaut
4654;Charneux;Oui;HERVE;Liège
4890;Clermont;Oui;THIMISTER-CLERMONT;Liège
8890;Dadizele;Oui;MOORSLEDE;Flandre-Occidentale
8630;De Moeren;Oui;VEURNE;Flandre-Occidentale
3590;DIEPENBEEK;Non;DIEPENBEEK;Limbourg
6960;Dochamps;Oui;MANHAY;Luxembourg
9130;Doel;Oui;BEVEREN-WAAS;Flandre-Orientale
5670;Dourbes;Oui;VIROINVAL;Namur
7191;Ecaussinnes-Lalaing;Oui;ECAUSSINNES;Hainaut
3630;Eisden;Oui;MAASMECHELEN;Limbourg
9810;Eke;Oui;NAZARETH;Flandre-Orientale
3800;Engelmanshoven;Oui;SINT-TRUIDEN;Limbourg
7743;Esquelmes;Oui;PECQ;Hainaut
7120;Estinnes-Au-Val;Oui;ESTINNES;Hainaut
5500;Falmagne;Oui;DINANT;Namur
5620;FLORENNES;Non;FLORENNES;Namur
1190;FOREST;Non;FOREST;Bruxelles (19 communes)
6440;Fourbechies;Oui;FROIDCHAPELLE;Hainaut
8980;Geluveld;Oui;ZONNEBEKE;Flandre-Occidentale
3770;Genoelselderen;Oui;RIEMST;Limbourg
9860;Gijzenzele;Oui;OOSTERZELE;Flandre-Orientale
9500;Goeferdinge;Oui;GERAARDSBERGEN;Flandre-Orientale
6030;Goutroux;Oui;CHARLEROI;Hainaut
4030;Grivegnée;Oui;LIÈGE;Liège
8560;Gullegem;Oui;WEVELGEM;Flandre-Occidentale
6792;Halanzy;Oui;AUBANGE;Luxembourg
1500;HALLE;Non;HALLE;Brabant Flamand
3930;Hamont;Oui;HAMONT-ACHEL;Limbourg
3730;HOESELT;Non;HOESELT;Limbourg
7822;Isières;Oui;ATH;Hainaut
7050;JURBISE;Non;JURBISE;Hainaut
1755;Kester;Oui;GOOIK;Brabant Flamand
2550;KONTICH;Non;KONTICH;Anvers
7622;Laplaigne;Oui;BRUNEHAUT;Hainaut
1502;Lembeek;Oui;HALLE;Brabant Flamand
9820;Lemberge;Oui;MERELBEKE;Flandre-Orientale
6210;LES BONS VILLERS;Non;LES BONS VILLERS;Hainaut
6830;Les Hayons;Oui;BOUILLON;Luxembourg
8647;Lo;Oui;LO-RENINGE;Flandre-Occidentale
8210;Loppem;Oui;ZEDELGEM;Flandre-Occidentale
4600;Richelle;Oui;VISÉ;Liège
1330;RIXENSART;Non;RIXENSART;Brabant Wallon
6767;ROUVROY;Non;ROUVROY;Luxembourg
7540;Rumillies;Oui;TOURNAI;Hainaut
4420;SAINT-NICOLAS;Non;SAINT-NICOLAS;Liège
6460;Saint-Remy;Oui;CHIMAY;Hainaut
6680;SAINTE-ODE;Non;SAINTE-ODE;Luxembourg
1480;Saintes;Oui;TUBIZE;Brabant Wallon
5060;SAMBREVILLE;Non;SAMBREVILLE;Namur
3540;Schulen;Oui;HERK-DE-STAD;Limbourg
6940;Septon;Oui;DURBUY;Luxembourg
9660;Sint-Maria-Oudenhove;Oui;BRAKEL;Flandre-Orientale
3220;Sint-Pieters-Rode;Oui;HOLSBEEK;Brabant Flamand
4450;Slins;Oui;JUPRELLE;Liège
6182;Souvret;Oui;COURCELLES;Hainaut
1820;STEENOKKERZEEL;Non;STEENOKKERZEEL;Brabant Flamand
9190;STEKENE;Non;STEKENE;Flandre-Orientale
3512;Stevoort;Oui;HASSELT;Limbourg
4577;Strée-Lez-Huy;Oui;MODAVE;Liège
6717;Thiaumont;Oui;ATTERT;Luxembourg
2260;Tongerlo;Oui;WESTERLO;Anvers
5670;Treignes;Oui;VIROINVAL;Namur
5310;Upigny;Oui;EGHEZÉE;Namur
6462;Vaulx-Lez-Chimay;Oui;CHIMAY;Hainaut
7538;Vezon;Oui;TOURNAI;Hainaut
6769;Villers-La-Loue;Oui;MEIX-DEVANT-VIRTON;Luxembourg
4453;Villers-Saint-Siméon;Oui;JUPRELLE;Liège
6760;VIRTON;Non;VIRTON;Luxembourg
3724;Vliermaal;Oui;KORTESSEM;Limbourg
9700;Volkegem;Oui;OUDENAARDE;Flandre-Orientale
4711;Walhorn;Oui;LONTZEN;Liège
6780;Wolkrange;Oui;MESSANCY;Luxembourg
9080;Zaffelare;Oui;LOCHRISTI;Flandre-Orientale
1930;ZAVENTEM;Non;ZAVENTEM;Brabant Flamand
9840;Zevergem;Oui;DE PINTE;Flandre-Orientale
5362;Achet;Oui;HAMOIS;Namur
4601;Argenteau;Oui;VISÉ;Liège
3384;Attenrode;Oui;GLABBEEK;Brabant Flamand
7040;Aulnois;Oui;QUÉVY;Hainaut
4280;Avernas-Le-Bauduin;Oui;HANNUT;Liège
5570;BEAURAING;Non;BEAURAING;Namur
1320;BEAUVECHAIN;Non;BEAUVECHAIN;Brabant Wallon
5555;Bellefontaine;Oui;BIÈVRE;Namur
3830;Berlingen;Oui;WELLEN;Limbourg
5651;Berzée;Oui;WALCOURT;Namur
4560;Bois-Et-Borsu;Oui;CLAVIER;Liège
8583;Bossuit;Oui;AVELGEM;Flandre-Occidentale
7110;Boussoit;Oui;LA LOUVIÈRE;Hainaut
4020;Bressoux;Oui;LIÈGE;Liège
3800;Brustem;Oui;SINT-TRUIDEN;Limbourg
1804;Cargovil;;;
5555;Cornimont;Oui;BIÈVRE;Namur
6536;Donstiennes;Oui;THUIN;Hainaut
5530;Dorinne;Oui;YVOIR;Namur
9320;Erembodegem;Oui;AALST;Flandre-Orientale
7387;Erquennes;Oui;HONNELLES;Hainaut
8587;ESPIERRES-HELCHIN;Non;ESPIERRES-HELCHIN;Flandre-Occidentale
6856;Fays-Les-Veneurs;Oui;PALISEUL;Luxembourg
4620;FLÉRON;Non;FLÉRON;Liège
3380;GLABBEEK;Non;GLABBEEK;Brabant Flamand
5680;Gochenée;Oui;DOISCHE;Namur
7160;Godarville;Oui;CHAPELLE-LEZ-HERLAIMONT;Hainaut
3450;Grazen;Oui;GEETBETS;Brabant Flamand
6927;Grupont;Oui;TELLIN;Luxembourg
6986;Halleux;Oui;LA ROCHE-EN-ARDENNE;Luxembourg
6840;Hamipré;Oui;NEUFCHÂTEAU;Luxembourg
3930;HAMONT-ACHEL;Non;HAMONT-ACHEL;Limbourg
6990;Hampteau;Oui;HOTTON;Luxembourg
5370;HAVELANGE;Non;HAVELANGE;Namur
8587;Helchin;Oui;ESPIERRES-HELCHIN;Flandre-Occidentale
5380;Hemptinne;Oui;FERNELMONT;Namur
7050;Herchies;Oui;JURBISE;Hainaut
3770;Herderen;Oui;RIEMST;Limbourg
9070;Heusden;Oui;DESTELBERGEN;Flandre-Orientale
1435;Hévillers;Oui;MONT-SAINT-GUIBERT;Brabant Wallon
9550;Hillegem;Oui;HERZELE;Flandre-Orientale
4852;Hombourg;Oui;PLOMBIÈRES;Liège
2320;HOOGSTRATEN;Non;HOOGSTRATEN;Anvers
2235;Houtvenne;Oui;HULSHOUT;Anvers
2235;HULSHOUT;Non;HULSHOUT;Anvers
1367;Huppaye;Oui;RAMILLIES;Brabant Wallon
1350;Jandrain-Jandrenouille;Oui;ORP-JAUCHE;Brabant Wallon
9970;KAPRIJKE;Non;KAPRIJKE;Flandre-Orientale
3472;Kersbeek-Miskom;Oui;KORTENAKEN;Brabant Flamand
9130;Kieldrecht;Oui;BEVEREN-WAAS;Flandre-Orientale
3740;Kleine-Spouwen;Oui;BILZEN;Limbourg
7100;LA LOUVIÈRE;Non;LA LOUVIÈRE;Hainaut
1020;Laeken;Oui;BRUXELLES;Bruxelles (19 communes)
3620;LANAKEN;Non;LANAKEN;Limbourg
6530;Leers-Et-Fosteau;Oui;THUIN;Hainaut
5590;Leignon;Oui;CINEY;Namur
4042;Liers;Oui;HERSTAL;Liège
9160;LOKEREN;Non;LOKEREN;Flandre-Orientale
7870;Lombise;Oui;LENS;Hainaut
1840;LONDERZEEL;Non;LONDERZEEL;Brabant Flamand
9920;Lovendegem;Oui;LIEVEGEM;Flandre-Orientale
5170;Lustin;Oui;PROFONDEVILLE;Namur
6591;Macon;Oui;MOMIGNIES;Hainaut
5060;Moignelée;Oui;SAMBREVILLE;Namur
4420;Montegnée;Oui;SAINT-NICOLAS;Liège
7870;Montignies-Lez-Lens;Oui;LENS;Hainaut
3790;Mouland;Oui;FOURONS;Limbourg
9636;Nederzwalm-Hermelgem;Oui;ZWALM;Flandre-Orientale
1390;Nethen;Oui;GREZ-DOICEAU;Brabant Wallon
7063;Neufvilles;Oui;SOIGNIES;Hainaut
1930;Nossegem;Oui;ZAVENTEM;Brabant Flamand
2260;Oevel;Oui;WESTERLO;Anvers
1934;Office Exchange Brussels Airport Remailing;;;
5670;Olloy-Sur-Viroin;Oui;VIROINVAL;Namur
8600;Oudekapelle;Oui;DIKSMUIDE;Flandre-Occidentale
7040;QUÉVY;Non;QUÉVY;Hainaut
8880;Rollegem-Kapelle;Oui;LEDEGEM;Flandre-Occidentale
5680;Romerée;Oui;DOISCHE;Namur
7601;Roucourt;Oui;PÉRUWELZ;Hainaut
1601;Ruisbroek;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
4672;Saint-Remy;Oui;BLÉGNY;Liège
1030;SCHAERBEEK;Non;SCHAERBEEK;Bruxelles (19 communes)
9820;Schelderode;Oui;MERELBEKE;Flandre-Orientale
2960;Sint-Job-In-'T-Goor;Oui;BRECHT;Anvers
9620;Sint-Maria-Oudenhove;Oui;ZOTTEGEM;Flandre-Orientale
8433;Sint-Pieters-Kapelle;Oui;MIDDELKERKE;Flandre-Occidentale
6890;Smuid;Oui;LIBIN;Luxembourg
5523;Sommière;Oui;ONHAYE;Namur
8400;Stene;Oui;OOSTENDE;Flandre-Occidentale
5020;Suarlée;Oui;NAMUR;Namur
1360;Thorembais-Les-Béguines;Oui;PERWEZ;Brabant Wallon
4630;Tignée;Oui;SOUMAGNE;Liège
3120;TREMELO;Non;TREMELO;Brabant Flamand
3770;Val-Meer;Oui;RIEMST;Limbourg
9620;Velzeke-Ruddershove;Oui;ZOTTEGEM;Flandre-Orientale
6690;VIELSALM;Non;VIELSALM;Luxembourg
4260;Ville-En-Hesbaye;Oui;BRAIVES;Liège
4530;VILLERS-LE-BOUILLET;Non;VILLERS-LE-BOUILLET;Liège
8421;Vlissegem;Oui;DE HAAN;Flandre-Occidentale
3840;Voort;Oui;BORGLOON;Limbourg
7548;Warchin;Oui;TOURNAI;Hainaut
8790;WAREGEM;Non;WAREGEM;Flandre-Occidentale
3290;Webbekom;Oui;DIEST;Brabant Flamand
7890;Wodecq;Oui;ELLEZELLES;Hainaut
1980;ZEMST;Non;ZEMST;Brabant Flamand
3700;'S Herenelderen;Oui;TONGEREN;Limbourg
4432;Alleur;Oui;ANS;Liège
8850;ARDOOIE;Non;ARDOOIE;Flandre-Occidentale
6600;BASTOGNE;Non;BASTOGNE;Luxembourg
5001;Belgrade;Oui;NAMUR;Namur
3360;BIERBEEK;Non;BIERBEEK;Brabant Flamand
1547;BIÉVÈNE;Non;BIÉVÈNE;Brabant Flamand
8920;Bikschote;Oui;LANGEMARK-POELKAPELLE;Flandre-Occidentale
7783;Bizet;Oui;COMINES-WARNETON;Hainaut
1008;Chambre des Représentants;;;
6921;Chanly;Oui;WELLIN;Luxembourg
7521;Chercq;Oui;TOURNAI;Hainaut
4400;Chokier;Oui;FLÉMALLE;Liège
9570;Deftinge;Oui;LIERDE;Flandre-Orientale
8720;DENTERGEM;Non;DENTERGEM;Flandre-Occidentale
7050;Erbisoeul;Oui;JURBISE;Hainaut
3400;Ezemaal;Oui;LANDEN;Brabant Flamand
7120;Fauroeulx;Oui;ESTINNES;Hainaut
5370;Flostoy;Oui;HAVELANGE;Namur
6853;Framont;Oui;PALISEUL;Luxembourg
3200;Gelrode;Oui;AARSCHOT;Brabant Flamand
1470;GENAPPE;Non;GENAPPE;Brabant Wallon
9800;Gottem;Oui;DEINZE;Flandre-Orientale
1850;GRIMBERGEN;Non;GRIMBERGEN;Brabant Flamand
3440;Halle-Booienhoven;Oui;ZOUTLEEUW;Brabant Flamand
6900;Hargimont;Oui;MARCHE-EN-FAMENNE;Luxembourg
7022;Harmignies;Oui;MONS;Hainaut
6870;Hatrival;Oui;SAINT-HUBERT;Luxembourg
3940;Hechtel;Oui;HECHTEL-EKSEL;Limbourg
4680;Hermée;Oui;OUPEYE;Liège
3550;Heusden;Oui;HEUSDEN-ZOLDER;Limbourg
4342;Hognoul;Oui;AWANS;Liège
7060;Horrues;Oui;SOIGNIES;Hainaut
4845;JALHAY;Non;JALHAY;Liège
4357;Jeneffe;Oui;DONCEEL;Liège
8870;Kachtem;Oui;IZEGEM;Flandre-Occidentale
1880;KAPELLE-OP-DEN-BOS;Non;KAPELLE-OP-DEN-BOS;Brabant Flamand
4367;Kemexhe;Oui;CRISNÉE;Liège
9451;Kerksken;Oui;HAALTERT;Flandre-Orientale
4600;Lanaye;Oui;VISÉ;Liège
5300;Landenne;Oui;ANDENNE;Namur
6761;Latour;Oui;VIRTON;Luxembourg
9700;Leupegem;Oui;OUDENAARDE;Flandre-Orientale
5310;Leuze;Oui;EGHEZÉE;Namur
5310;Liernu;Oui;EGHEZÉE;Namur
6463;Lompret;Oui;CHIMAY;Hainaut
5020;Malonne;Oui;NAMUR;Namur
8433;Mannekensvere;Oui;MIDDELKERKE;Flandre-Occidentale
6630;MARTELANGE;Non;MARTELANGE;Luxembourg
1785;MERCHTEM;Non;MERCHTEM;Brabant Flamand
9500;Moerbeke;Oui;GERAARDSBERGEN;Flandre-Orientale
1400;Monstreux;Oui;NIVELLES;Brabant Wallon
5530;Mont;Oui;YVOIR;Namur
7387;Montignies-Sur-Roc;Oui;HONNELLES;Hainaut
9860;Moortsele;Oui;OOSTERZELE;Flandre-Orientale
2640;MORTSEL;Non;MORTSEL;Anvers
9700;Nederename;Oui;OUDENAARDE;Flandre-Orientale
5377;Nettinne;Oui;SOMME-LEUZE;Namur
3890;Niel-Bij-Sint-Truiden;Oui;GINGELOM;Limbourg
2491;Olmen;Oui;BALEN;Anvers
8670;Oostduinkerke;Oui;KOKSIJDE;Flandre-Occidentale
1031;Organisations Sociales Chrétiennes;;;
8980;Passendale;Oui;ZONNEBEKE;Flandre-Occidentale
5600;PHILIPPEVILLE;Non;PHILIPPEVILLE;Namur
7160;Piéton;Oui;CHAPELLE-LEZ-HERLAIMONT;Hainaut
7782;Ploegsteert;Oui;COMINES-WARNETON;Hainaut
3840;Rijkel;Oui;BORGLOON;Limbourg
5620;Rosée;Oui;FLORENNES;Namur
7034;Saint-Denis;Oui;MONS;Hainaut
5003;Saint-Marc;Oui;NAMUR;Namur
6460;Salles;Oui;CHIMAY;Hainaut
5364;Schaltin;Oui;HAMOIS;Namur
4100;SERAING;Non;SERAING;Liège
9830;SINT-MARTENS-LATEM;Non;SINT-MARTENS-LATEM;Flandre-Orientale
1932;Sint-Stevens-Woluwe;Oui;ZAVENTEM;Brabant Flamand
5651;Somzée;Oui;WALCOURT;Namur
7061;Thieusies;Oui;SOIGNIES;Hainaut
4890;THIMISTER-CLERMONT;Non;THIMISTER-CLERMONT;Liège
5140;Tongrinne;Oui;SOMBREFFE;Namur
4280;Trognée;Oui;HANNUT;Liège
1011;Vlaams parlement;;;
4347;Voroux-Goreux;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
3770;Vroenhoven;Oui;RIEMST;Limbourg
1043;VRT;;;
3401;Waasmont;Oui;LANDEN;Brabant Flamand
5650;WALCOURT;Non;WALCOURT;Namur
5580;Wavreille;Oui;ROCHEFORT;Namur
4840;WELKENRAEDT;Non;WELKENRAEDT;Liège
3020;Winksele;Oui;HERENT;Brabant Flamand
9800;Wontergem;Oui;DEINZE;Flandre-Orientale
9790;WORTEGEM-PETEGEM;Non;WORTEGEM-PETEGEM;Flandre-Orientale
4190;Xhoris;Oui;FERRIÈRES;Liège
8380;Zeebrugge;Oui;BRUGGE;Flandre-Occidentale
3770;Zichen-Zussen-Bolder;Oui;RIEMST;Limbourg
4280;Abolens;Oui;HANNUT;Liège
5300;ANDENNE;Non;ANDENNE;Namur
7387;Angre;Oui;HONNELLES;Hainaut
5500;Anseremme;Oui;DINANT;Namur
2370;ARENDONK;Non;ARENDONK;Anvers
1730;ASSE;Non;ASSE;Brabant Flamand
1005;Assemblée Réunie de la Commission Communautaire;;;
4340;AWANS;Non;AWANS;Liège
9800;Bachte-Maria-Leerne;Oui;DEINZE;Flandre-Orientale
1470;Baisy-Thy;Oui;GENAPPE;Brabant Wallon
6940;Barvaux-Sur-Ourthe;Oui;DURBUY;Luxembourg
1650;BEERSEL;Non;BEERSEL;Brabant Flamand
1673;Beert;Oui;PEPINGEN;Brabant Flamand
1082;BERCHEM-SAINTE-AGATHE;Non;BERCHEM-SAINTE-AGATHE;Bruxelles (19 communes)
2590;BERLAAR;Non;BERLAAR;Anvers
6560;Bersillies-L'Abbaye;Oui;ERQUELINNES;Hainaut
4960;Bevercé;Oui;MALMEDY;Liège
7040;Blaregnies;Oui;QUÉVY;Hainaut
3890;Boekhout;Oui;GINGELOM;Limbourg
5550;Bohan;Oui;VRESSE-SUR-SEMOIS;Namur
7604;Braffe;Oui;PÉRUWELZ;Hainaut
3840;Broekom;Oui;BORGLOON;Limbourg
5561;Celles;Oui;HOUYET;Namur
7033;Cuesmes;Oui;MONS;Hainaut
1325;Dion-Valmont;Oui;CHAUMONT-GISTOUX;Brabant Wallon
7711;Dottignies;Oui;MOUSCRON;Hainaut
3650;Elen;Oui;DILSEN-STOKKEM;Limbourg
6560;ERQUELINNES;Non;ERQUELINNES;Hainaut
1790;Essene;Oui;AFFLIGEM;Brabant Flamand
1040;ETTERBEEK;Non;ETTERBEEK;Bruxelles (19 communes)
